15|15|15|15|15|15|30|30&15|15|15|15|15|15|30|30&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
15|15|15|15|15|15|30|30&15|15|15|15|15|15|30|30&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
15|15|15|15|15|15|30|30&15|15|15|15|15|15|30|30&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
15|15|15|15|15|15|30|30&15|15|15|15|15|15|30|30&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
6|6|6|6|6|6|12|12&10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&8|8|8|8|8|8|16|16&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
6|6|6|6|6|6|12|12&10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&8|8|8|8|8|8|16|16&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
6|6|6|6|6|6|12|12&10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&8|8|8|8|8|8|16|16&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
6|6|6|6|6|6|12|12&10|10|10|10|10|10|20|20&10|10|10|10|10|10|20|20&8|8|8|8|8|8|16|16&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&6|6|6|6|6|6|12|12&5|5|5|5|5|5|10|10&8|8|8|8|8|8|16|16&5|5|5|5|5|5|10|10&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&6|6|6|6|6|6|12|12&5|5|5|5|5|5|10|10&8|8|8|8|8|8|16|16&5|5|5|5|5|5|10|10&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&6|6|6|6|6|6|12|12&5|5|5|5|5|5|10|10&8|8|8|8|8|8|16|16&5|5|5|5|5|5|10|10&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&6|6|6|6|6|6|12|12&5|5|5|5|5|5|10|10&8|8|8|8|8|8|16|16&5|5|5|5|5|5|10|10&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&6|6|6|6|6|6|12|12&5|5|5|5|5|5|10|10&8|8|8|8|8|8|16|16&5|5|5|5|5|5|10|10&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&3|3|3|3|3|3|6|6&5|5|5|5|5|5|10|10&5|5|5|5|5|5|10|10&6|6|6|6|6|6|12|12&6|6|6|6|6|6|12|12&1|1|1|1|1|1|2|2&1|1|1|1|1|1|2|2&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0&0|0|0|0|0|0|0|0
