16|24|0|0|0|0|0|0|0|0|0|0|0|0
16|24|32|0|0|0|0|0|0|0|0|0|0|0
16|24|32|40|0|0|0|0|0|0|0|0|0|0
16|24|32|40|48|0|0|0|0|0|0|0|0|0
16|24|32|40|48|56|0|0|0|0|0|0|0|0
16|24|32|40|48|56|64|0|0|0|0|0|0|0
16|24|32|40|48|56|64|72|0|0|0|0|0|0
16|24|32|40|48|56|64|72|80|0|0|0|0|0
16|24|32|40|48|56|64|72|80|88|0|0|0|0
16|24|32|40|48|56|64|72|80|88|96|0|0|0
16|24|32|40|48|56|64|72|80|88|96|104|0|0
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
16|24|32|40|48|56|64|72|80|88|96|104|112|120
