0|0|100|0|1000
0|10|100|0|3000
0|20|100|0|6000
0|30|100|0|9000
0|40|100|0|12000
0|50|100|0|15000
0|60|100|0|18000
0|70|100|0|21000
0|80|100|0|24000
0|90|100|0|27000
0|100|90|0|30000
0|120|90|0|40000
0|140|90|0|50000
0|160|90|0|60000
0|180|90|0|70000
0|200|90|0|80000
0|220|90|0|90000
0|240|90|0|100000
0|260|90|0|130000
0|280|90|0|160000
0|300|80|0|190000
0|325|80|4|210000
0|350|80|4|240000
0|375|80|4|270000
0|400|80|4|300000
0|425|80|4|330000
0|450|80|8|360000
0|475|80|8|390000
0|500|80|8|420000
0|525|80|8|450000
0|550|80|8|500000
0|580|70|8|500000
0|610|70|12|500000
0|640|70|12|500000
0|670|70|12|500000
0|700|70|12|500000
0|730|70|16|500000
0|760|70|16|500000
0|790|70|16|500000
0|820|70|16|500000
0|850|70|16|500000
0|885|60|16|500000
0|920|60|16|500000
0|955|60|16|500000
0|990|60|16|500000
0|1025|60|16|500000
0|1060|60|16|500000
0|1095|60|16|500000
0|1130|60|16|500000
0|1165|60|16|500000
0|1200|60|16|500000
0|1240|50|30|800000
0|1280|50|30|800000
0|1320|50|30|800000
0|1360|50|30|800000
0|1400|50|30|800000
0|1440|50|30|800000
0|1480|50|30|800000
0|1520|50|30|800000
0|1560|50|30|800000
0|1600|50|30|800000
0|1645|40|30|800000
0|1690|40|30|800000
0|1735|40|30|800000
0|1780|40|30|800000
0|1825|40|30|800000
0|1870|40|30|800000
0|1915|40|30|800000
0|1960|40|30|800000
0|2005|40|30|800000
0|2050|40|30|800000
0|2100|30|30|1000000
0|2150|30|30|1000000
0|2200|30|30|1000000
0|2250|30|30|1000000
0|2300|30|40|1000000
0|2350|30|40|1000000
0|2400|30|40|1000000
0|2450|30|40|1000000
0|2500|30|40|1000000
0|2550|30|40|1000000
0|2600|20|60|1000000
0|2650|20|60|1000000
0|2700|20|60|1000000
0|2750|20|60|1000000
0|2800|20|60|1000000
0|2850|20|60|1000000
0|2900|20|60|1000000
0|2950|20|60|1000000
0|3000|20|60|1000000
0|3050|20|60|1000000
0|3100|10|60|1000000
0|3150|10|60|1000000
0|3200|10|60|1000000
0|3250|10|60|1000000
0|3300|10|60|1000000
0|3350|10|60|1000000
0|3400|10|60|1000000
0|3450|10|60|1000000
0|3550|3|200|2666666
0|3550|3|200|2666666
