0|0|0|无|0|0|0
5|5|40|原始清明烈方士|1|2|100
6|10|44|两仪清明烈散人|2|2|200
7|15|48|三才清明烈真人|3|2|200
8|20|52|四象清明烈真君|4|2|300
9|25|56|五行清明烈道皇|5|2|300
10|30|60|六合清明烈道帝|6|2|400
11|35|64|七星清明烈道仙|7|2|500
12|40|68|八卦清明烈道神|8|2|600
13|45|72|九宫清明烈道圣|9|2|800
14|50|76|十方清明烈道尊|10|2|1000
16|60|156|原始七曜博方士|11|1|1100
18|70|164|两仪七曜博散人|12|1|1100
20|80|172|三才七曜博真人|13|1|1600
22|90|180|四象七曜博真君|14|1|1600
24|100|188|五行七曜博道皇|15|1|2400
26|110|196|六合七曜博道帝|16|1|2400
28|120|204|七星七曜博道仙|17|1|3200
30|130|212|八卦七曜博道神|18|1|3200
32|140|220|九宫七曜博道圣|19|1|4000
34|150|228|十方七曜博道尊|20|1|4000
37|165|348|原始赤明慈方士|21|1|4800
40|180|360|两仪赤明慈散人|22|1|5300
43|195|372|三才赤明慈真人|23|1|5300
46|210|384|四象赤明慈真君|24|1|5600
49|225|396|五行赤明慈道皇|25|1|5600
52|240|408|六合赤明慈道帝|26|1|6100
55|255|420|七星赤明慈道仙|27|1|6100
58|270|432|八卦赤明慈道神|28|1|6100
61|285|444|九宫赤明慈道圣|29|1|6400
64|300|456|十方赤明慈道尊|30|1|6400
67|330|696|原始竺落皓方士|31|2|7200
70|360|720|两仪竺落皓散人|32|2|7200
73|390|744|三才竺落皓真人|33|2|8100
76|420|768|四象竺落皓真君|34|2|8100
79|450|792|五行竺落皓道皇|35|2|8100
82|480|816|六合竺落皓道帝|36|2|8800
85|510|840|七星竺落皓道仙|37|2|8800
88|540|864|八卦竺落皓道神|38|2|8800
91|570|888|九宫竺落皓道圣|39|2|9000
94|600|912|十方竺落皓道尊|40|2|9000
99|645|1312|原始太焕烈玄方士|41|3|9200
104|690|1352|两仪太焕烈玄散人|42|3|9200
109|735|1392|三才太焕烈玄真人|43|3|9400
114|780|1432|四象太焕烈玄真君|44|3|9400
119|825|1472|五行太焕烈玄道皇|45|3|9500
124|870|1512|六合太焕烈玄道帝|46|3|9500
129|915|1552|七星太焕烈玄道仙|47|3|9900
134|960|1592|八卦太焕烈玄道神|48|3|9900
139|1005|1632|九宫太焕烈玄道圣|49|3|10300
144|1050|1672|十方太焕烈玄道尊|50|3|10300
154|1095|2472|原始江乐博玄方士|51|2|12000
164|1140|2552|两仪江乐博玄散人|52|2|12000
174|1185|2632|三才江乐博玄真人|53|2|12000
184|1230|2712|四象江乐博玄真君|54|2|12000
194|1275|2792|五行江乐博玄道皇|55|2|12200
204|1320|2872|六合江乐博玄道帝|56|2|12200
214|1365|2952|七星江乐博玄道仙|57|2|12200
224|1410|3032|八卦江乐博玄道神|58|2|12600
234|1455|3112|九宫江乐博玄道圣|59|2|12600
244|1500|3192|十方江乐博玄道尊|60|2|12600
259|1545|4392|原始渊通慈玄方士|61|3|13000
274|1590|4512|两仪渊通慈玄散人|62|3|13000
289|1635|4632|三才渊通慈玄真人|63|3|13000
304|1680|4752|四象渊通慈玄真君|64|3|13400
319|1725|4872|五行渊通慈玄道皇|65|3|13400
334|1770|4992|六合渊通慈玄道帝|66|3|13800
349|1815|5112|七星渊通慈玄道仙|67|3|13800
364|1860|5232|八卦渊通慈玄道神|68|3|14400
379|1905|5352|九宫渊通慈玄道圣|69|3|14400
394|1950|5472|十方渊通慈玄道尊|70|3|14600
414|1995|7072|原始妙成皓玄方士|71|3|17500
434|2040|7232|两仪妙成皓玄散人|72|3|18000
454|2085|7392|三才妙成皓玄真人|73|3|18000
474|2130|7552|四象妙成皓玄真君|74|3|18000
494|2175|7712|五行妙成皓玄道皇|75|3|18000
514|2220|7872|六合妙成皓玄道帝|76|3|19200
534|2265|8032|七星妙成皓玄道仙|77|3|19200
554|2310|8192|八卦妙成皓玄道神|78|3|19200
574|2355|8352|九宫妙成皓玄道圣|79|3|19200
594|2400|8512|十方妙成皓玄道尊|80|3|19200
619|2445|10912|原始腾奕极玄方士|81|3|19900
644|2490|11152|两仪腾奕极玄散人|82|3|19900
669|2535|11392|三才腾奕极玄真人|83|3|19900
694|2580|11632|四象腾奕极玄真君|84|3|20400
719|2625|11872|五行腾奕极玄道皇|85|3|20400
744|2670|12112|六合腾奕极玄道帝|86|3|20900
769|2715|12352|七星腾奕极玄道仙|87|3|20900
794|2760|12592|八卦腾奕极玄道神|88|3|21400
819|2805|12832|九宫腾奕极玄道圣|89|3|21400
844|2850|13072|十方腾奕极玄道尊|90|3|21600
884|2895|13312|原始玉清傲玄方士|91|3|21600
924|2940|13552|两仪玉清傲玄散人|92|3|21600
964|2985|13792|三才玉清傲玄真人|93|3|22100
1004|3030|14032|四象玉清傲玄真君|94|3|22100
1044|3075|14272|五行玉清傲玄道皇|95|3|22800
1084|3120|14512|六合玉清傲玄道帝|96|3|22800
1124|3165|14752|七星玉清傲玄道仙|97|3|23500
1164|3210|14992|八卦玉清傲玄道神|98|3|23500
1204|3255|15232|九宫玉清傲玄道圣|99|3|24000
1244|3300|19232|十方玉清傲玄道尊|100|3|24000
