0|0|100|0|1000
0|1|100|0|3000
1|1|100|0|6000
1|2|100|0|9000
2|2|100|0|12000
2|3|100|0|15000
3|3|100|0|18000
3|4|100|0|21000
4|4|100|0|24000
4|5|100|0|27000
5|5|90|0|30000
5|6|90|0|40000
6|6|90|0|50000
6|7|90|0|60000
7|7|90|0|70000
7|8|90|0|80000
8|8|90|0|90000
8|9|90|0|100000
9|9|90|0|130000
9|11|90|0|160000
11|11|80|0|190000
11|13|80|4|210000
13|13|80|4|240000
13|15|80|4|270000
15|15|80|4|300000
15|17|80|4|330000
17|17|80|8|360000
17|19|80|8|390000
19|19|80|8|420000
19|21|80|8|450000
21|21|80|8|500000
21|23|70|8|500000
23|23|70|12|500000
23|25|70|12|500000
25|25|70|12|500000
25|27|70|12|500000
27|27|70|16|500000
27|29|70|16|500000
29|29|70|16|500000
29|31|70|16|500000
31|31|70|16|500000
31|33|60|16|500000
33|33|60|16|500000
33|35|60|16|500000
35|35|60|16|500000
35|37|60|16|500000
37|37|60|16|500000
37|39|60|16|500000
39|39|60|16|500000
39|41|60|16|500000
41|41|60|16|500000
41|43|50|30|800000
43|43|50|30|800000
43|45|50|30|800000
45|45|50|30|800000
45|47|50|30|800000
47|47|50|30|800000
47|49|50|30|800000
49|49|50|30|800000
49|51|50|30|800000
51|51|50|30|800000
51|53|40|30|800000
53|53|40|30|800000
53|55|40|30|800000
55|55|40|30|800000
55|57|40|30|800000
57|57|40|30|800000
57|59|40|30|800000
59|59|40|30|800000
59|61|40|30|800000
61|61|40|30|800000
61|63|30|30|1000000
63|63|30|30|1000000
63|65|30|30|1000000
65|65|30|30|1000000
65|67|30|40|1000000
67|67|30|40|1000000
67|69|30|40|1000000
69|69|30|40|1000000
69|71|30|40|1000000
71|71|30|40|1000000
71|73|20|60|1000000
73|73|20|60|1000000
73|75|20|60|1000000
75|75|20|60|1000000
75|77|20|60|1000000
77|77|20|60|1000000
77|79|20|60|1000000
79|79|20|60|1000000
79|81|20|60|1000000
81|81|20|60|1000000
81|83|10|60|1000000
83|83|10|60|1000000
83|85|10|60|1000000
85|85|10|60|1000000
85|87|10|60|1000000
87|87|10|60|1000000
87|89|10|60|1000000
89|89|10|60|1000000
94|94|3|200|2666666
94|94|3|200|2666666
