0|0|0|无|0|0|0
5|5|50|原始太皇昭战士|1|2|100
6|10|55|两仪太皇昭战狂|2|2|200
7|15|60|三才太皇昭战将|3|2|200
8|20|65|四象太皇昭战王|4|2|300
9|25|70|五行太皇昭战皇|5|2|300
10|30|75|六合太皇昭战帝|6|2|400
11|35|80|七星太皇昭战仙|7|2|500
12|40|85|八卦太皇昭战神|8|2|600
13|45|90|九宫太皇昭战圣|9|2|800
14|50|95|十方太皇昭战尊|10|2|1000
16|60|195|原始玄胎宣战士|11|1|1100
18|70|205|两仪玄胎宣战狂|12|1|1100
20|80|215|三才玄胎宣战将|13|1|1600
22|90|225|四象玄胎宣战王|14|1|1600
24|100|235|五行玄胎宣战皇|15|1|2400
26|110|245|六合玄胎宣战帝|16|1|2400
28|120|255|七星玄胎宣战仙|17|1|3200
30|130|265|八卦玄胎宣战神|18|1|3200
32|140|275|九宫玄胎宣战圣|19|1|4000
34|150|285|十方玄胎宣战尊|20|1|4000
37|165|435|原始虚无忠战士|21|1|4800
40|180|450|两仪虚无忠战狂|22|1|5300
43|195|465|三才虚无忠战将|23|1|5300
46|210|480|四象虚无忠战王|24|1|5600
49|225|495|五行虚无忠战皇|25|1|5600
52|240|510|六合虚无忠战帝|26|1|6100
55|255|525|七星虚无忠战仙|27|1|6100
58|270|540|八卦虚无忠战神|28|1|6100
61|285|555|九宫虚无忠战圣|29|1|6400
64|300|570|十方虚无忠战尊|30|1|6400
67|330|870|原始玄明威战士|31|2|7200
70|360|900|两仪玄明威战狂|32|2|7200
73|390|930|三才玄明威战将|33|2|8100
76|420|960|四象玄明威战王|34|2|8100
79|450|990|五行玄明威战皇|35|2|8100
82|480|1020|六合玄明威战帝|36|2|8800
85|510|1050|七星玄明威战仙|37|2|8800
88|540|1080|八卦玄明威战神|38|2|8800
91|570|1110|九宫玄明威战圣|39|2|9000
94|600|1140|十方玄明威战尊|40|2|9000
99|645|1640|原始观明昭武战士|41|3|9200
104|690|2140|两仪观明昭武战狂|42|3|9200
109|735|2640|三才观明昭武战将|43|3|9400
114|780|3140|四象观明昭武战王|44|3|9400
119|825|3640|五行观明昭武战皇|45|3|9500
124|870|4140|六合观明昭武战帝|46|3|9500
129|915|4640|七星观明昭武战仙|47|3|9900
134|960|5140|八卦观明昭武战神|48|3|9900
139|1005|5640|九宫观明昭武战圣|49|3|10300
144|1050|6140|十方观明昭武战尊|50|3|10300
154|1095|7140|原始元载宣威战士|51|2|12000
164|1140|7240|两仪元载宣威战狂|52|2|12000
174|1185|7340|三才元载宣威战将|53|2|12000
184|1230|7440|四象元载宣威战王|54|2|12000
194|1275|7540|五行元载宣威战皇|55|2|12200
204|1320|7640|六合元载宣威战帝|56|2|12200
214|1365|7740|七星元载宣威战仙|57|2|12200
224|1410|7840|八卦元载宣威战神|58|2|12600
234|1455|7940|九宫元载宣威战圣|59|2|12600
244|1500|8040|十方元载宣威战尊|60|2|12600
259|1545|9540|原始无思忠武战士|61|3|13000
274|1590|9690|两仪无思忠武战狂|62|3|13000
289|1635|9840|三才无思忠武战将|63|3|13000
304|1680|9990|四象无思忠武战王|64|3|13400
319|1725|10140|五行无思忠武战皇|65|3|13400
334|1770|10290|六合无思忠武战帝|66|3|13800
349|1815|10440|七星无思忠武战仙|67|3|13800
364|1860|10590|八卦无思忠武战神|68|3|14400
379|1905|10740|九宫无思忠武战圣|69|3|14400
394|1950|10890|十方无思忠武战尊|70|3|14600
414|1995|12890|原始皓庭威武战士|71|3|17500
434|2040|13090|两仪皓庭威武战狂|72|3|18000
454|2085|13290|三才皓庭威武战将|73|3|18000
474|2130|13490|四象皓庭威武战王|74|3|18000
494|2175|13690|五行皓庭威武战皇|75|3|18000
514|2220|13890|六合皓庭威武战帝|76|3|19200
534|2265|14090|七星皓庭威武战仙|77|3|19200
554|2310|14290|八卦皓庭威武战神|78|3|19200
574|2355|14490|九宫皓庭威武战圣|79|3|19200
594|2400|14690|十方皓庭威武战尊|80|3|19200
619|2445|17690|原始无上洪武战士|81|3|19900
644|2490|17990|两仪无上洪武战狂|82|3|19900
669|2535|18290|三才无上洪武战将|83|3|19900
694|2580|18590|四象无上洪武战王|84|3|20400
719|2625|18890|五行无上洪武战皇|85|3|20400
744|2670|19190|六合无上洪武战帝|86|3|20900
769|2715|19490|七星无上洪武战仙|87|3|20900
794|2760|19790|八卦无上洪武战神|88|3|21400
819|2805|20090|九宫无上洪武战圣|89|3|21400
844|2850|20390|十方无上洪武战尊|90|3|21600
884|2895|20690|原始太清凌武战士|91|3|21600
924|2940|20990|两仪太清凌武战狂|92|3|21600
964|2985|21290|三才太清凌武战将|93|3|22100
1004|3030|21590|四象太清凌武战王|94|3|22100
1044|3075|21890|五行太清凌武战皇|95|3|22800
1084|3120|22190|六合太清凌武战帝|96|3|22800
1124|3165|22490|七星太清凌武战仙|97|3|23500
1164|3210|22790|八卦太清凌武战神|98|3|23500
1204|3255|23090|九宫太清凌武战圣|99|3|24000
1244|3300|28090|十方太清凌武战尊|100|3|24000
